Title,Date_of_Release,Genre,Crew_dir,Cast_stars,Plot_summary,Age_of_content,Votes,ImDBRating
U Me Aur Hum,2008,"Drama, Romance            ",Ajay Devgn,"Ajay Devgn, Kajol, Sumeet Raghvan, Divya Dutta","Ajay's life turns upside down when he learns that his wife Piya has Alzheimer and he has no option, but to leave his wife in a mental hospital.",13,2479,5.9
Thoda Pyaar Thoda Magic,2008,"Comedy, Drama, Family            ",Kunal Kohli,"Saif Ali Khan, Rani Mukerji, Rishi Kapoor, Akshat Chopra","An angel, a man and 4 orphans come together to bring you a story filled with fun, excitement, tears, love and magic.",13,2468,4.9
Buddha in a Traffic Jam,2016,"Crime, Thriller            ",Vivek Agnihotri,"Aanchal Dwivedi, Mahie Gill, Pallavi Joshi, Anupam Kher",Vikram Pandit (Arunoday Singh) a student of the Indian Institute of Business becomes the blue-eyed boy of Professor Jamshed Batki (Anupam Kher). Under Batki's influence Vikram starts public...                See full summary »,5,2458,6.7
Bewafaa,2005,"Drama, Romance            ",harmesh Darshan,"Anil Kapoor, Akshay Kumar, Kareena Kapoor, Sushmita Sen","Anjali sacrifices her love for Raja after her sister's death and marries her brother-in-law. Years later, she meets Raja and is torn between him and her loyalties.",16,2452,4.4
S.P. Chauhan,2019,Drama            ,Manoj K. Jha,"Jimmy Sheirgill, Yuvika Chaudhary, Yashpal Sharma, Deepak Mor","The film is based on the life of Shri S.P. Chauhan (Suraj Pal Chauhan), a famous social worker from Karnal, Haryana. It highlights his journey from poverty to prosperity in adverse ...                See full summary »",2,2449,5.3
Aap Mujhe Achche Lagne Lage,2002,"Action, Drama, Romance            ",Vikram Bhatt,"Hrithik Roshan, Ameesha Patel, Kiran Kumar, Mukesh Tiwari","The daughter of a rich criminal industrial tycoon falls in love with a college boy. The tycoon, what a surprise, objects...",19,2445,3.1
Andaaz,2003,"Drama, Musical, Romance            ",Raj Kanwar,"Akshay Kumar, Lara Dutta, Priyanka Chopra Jonas, Rajeev Verma","Loyalty, Respect, commitment and love. What is Love? Loyalty, respect, commitment and friendship. Friendship and Love... Love and Friendship... So much in common, yet so different in emotion!",18,2423,5.3
Sardaar Gabbar Singh,2016,"Action, Comedy, Crime            ",K.S. Ravindra,"Kajal Aggarwal, Pawan Kalyan, Sharad Kelkar, Raai Laxmi",A kingdom called Rathanpur was taken ruthlessly by a feudal lord named Bhairav Singh. The princess of that empire was in a hopeless situation until a maverick cop named Sardaar Gabbar Singh came along.,5,2421,4.8
3 Deewarein,2003,"Crime, Drama            ",Nagesh Kukunoor,"Naseeruddin Shah, Jackie Shroff, Juhi Chawla, Nagesh Kukunoor","The story of a documentary movie-maker who films the reformation story of three hardened criminals within the prison walls - and in the process, finds redemption in her own life.",18,2408,7.8
Love Story 2050,2008,"Action, Adventure, Drama            ",Harry Baweja,"Harman Baweja, Priyanka Chopra Jonas, Boman Irani, Archana Puran Singh","With the help of his uncle, a man travels to the future to try and bring his girlfriend back to life.",13,2406,2.5
Laaga Chunari Mein Daag: Journey of a Woman,2007,"Drama, Family, Romance            ",Pradeep Sarkar,"Rani Mukerji, Jaya Bachchan, Konkona Sen Sharma, Kunal Kapoor",A small town girl lands in big bad Mumbai to earn an honest living but faces a confrontation she would've never dreamt of in her wildest dreams.,14,2404,5.4
Mitron,2018,Comedy            ,Nitin Kakkar,"Jackky Bhagnani, Kritika Kamra, Prateik, Perlene Bhersaina","In order to bring stability in Jai's life, his father decides to get him married. However, fate has other plans.",3,2396,6.9
Chashme Buddoor,1981,"Comedy, Family, Romance            ",Sai Paranjape,"Farooq Shaikh, Deepti Naval, Saeed Jaffrey, Rakesh Bedi","Two womanizing slackers, Omi and Jai (Rakesh Bedi and Ravi Baswani respectively) attempt to woo the new girl in the neighbourhood, and fail - miserably. Their third room-mate, shy, and a ...                See full summary »",40,2392,8.0
No Problem,2010,"Action, Comedy, Crime            ",Anees Bazmee,"Anil Kapoor, Sanjay Dutt, Akshaye Khanna, Sunil Shetty","Bank robbers, diamond thieves, a minister's homicide, and a hyper wife are just some of the challenges faced by a bumbling senior police officer.",11,2384,4.3
Vaah! Life Ho Toh Aisi!,2005,"Comedy, Drama, Family            ",Mahesh Manjrekar,"Shahid Kapoor, Amrita Rao, Sanjay Dutt, Arshad Warsi",Adi Chachu faces a dilemma - and it's a big one! What if YOU were told by the God of Death himself you had only 15 minutes of life left? What would YOU do?!,16,2375,4.5
Kidnap,2008,"Action, Crime, Drama            ",Sanjay Gadhvi,"Sanjay Dutt, Imran Khan, Minissha Lamba, Vidya Malvade",A kidnapper has to settle a personal score with an influential businessman whose daughter he has kidnapped.,13,2371,4.6
Notebook,2019,"Drama, Romance            ",Nitin Kakkar,"Zaheer Iqbal, Pranutan Bahl, Mir Mohammed Mehroos, Mir Mohammed Zayan","An ex-army officer, Kabir, becomes a teacher in Kashmir in a school that is in a miserable condition. Things take a turn when Kabir finds a notebook, left behind by the previous year's teacher Firdaus (Pranutan Bahl).",2,2364,6.9
Jodi No. 1,2001,"Comedy, Romance            ",avid Dhawan,"Sanjay Dutt, Govinda, Twinkle Khanna, Monica Bedi","Partners in crime Jai and Veeru set their next target on a rich businessman, Rai Bahadur. Things turn hilarious when both of them fall for his daughters.",20,2362,5.8
Khichdi: The Movie,2010,"Comedy, Family            ",Aatish Kapadia,"Anang Desai, Supriya Pathak, Rajeev Mehta, Nimisha Vakharia","In order to immortalize his love, a groom decides to create conflict between his and his to-be bride's families.",11,2342,7.2
Tezz,2012,"Action, Crime, Drama            ",Priyadarshan,"Anil Kapoor, Ajay Devgn, Mohanlal, Kangana Ranaut","To avenge his past, Aakash Rana plants a bomb in a train endangering the lives of 500 passengers.",9,2332,3.9
Judaai,1997,"Comedy, Drama, Romance            ",Raj Kanwar,"Anil Kapoor, Sridevi, Urmila Matondkar, Paresh Rawal","In order to attain wealth and a luxurious life, a greedy wife sells her husband to a rich woman. However she realizes that with a luxurious life, she has to pay a heavy price for this decision.",24,2326,6.1
Baazi,1995,"Action, Thriller, Crime            ",Ashutosh Gowariker,"Aamir Khan, Mamta Kulkarni, Paresh Rawal, Avtar Gill",A tough and honest police officer wages a one-man war against terrorists and a corrupt politician who have planned to assassinate the chief minister of the state.,26,2310,6.5
Guddu,1995,"Drama, Romance            ",Prem Lalwani,"Deepti Naval, Mukesh Khanna, Manisha Koirala, Shah Rukh Khan","When Guddu and Salina end up in a car accident, Salina loses her sight. Guddu soon finds out that he has a brain tumour, and decides to donate his eyes to Salina.",26,2299,4.2
Pukar,2000,"Action, Drama, Romance            ",Rajkumar Santoshi,"Anil Kapoor, Madhuri Dixit, Namrata Shirodkar, Om Puri",A notorious terrorist manipulates an Indian army major's jilted lover into helping him obtain a classified military code.,21,2296,6.8
Pihu,2016,"Drama, Thriller            ",Kapri Vinod,"Rahul Bagga, Pihu Myra Vishwakarma, Prerna Vishwakarma","The social thriller starring the two year baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler, she is occasionally trapped in the accidental situations.",5,2292,6.7
Chef,2017,"Comedy, Drama, Family            ",Raja Menon,"Saif Ali Khan, Padmapriya, Svar Kamble, Chandan Roy Sanyal",Chef Roshan Kalra sets out to find the true source of happiness and reignite his passion for food while being more present in his son's life.,4,2292,5.7
Laawaris,1981,"Drama, Action, Musical            ",Prakash Mehra,"Amitabh Bachchan, Zeenat Aman, Rakhee Gulzar, Amjad Khan","A man, abandoned as a baby and forced to live as an orphan, is unknowingly employed by his biological father.",40,2291,7.1
Kaala Patthar,1979,"Action, Drama, History            ",Yash Chopra,"Amitabh Bachchan, Shashi Kapoor, Shatrughan Sinha, Rakhee Gulzar",Inspired by a true mining tragedy the film is about people from all walks of life showing courage and character to fight the forces of nature.,42,2287,7.7
Indian,2001,"Action, Crime, Drama            ",N. Maharajan,"Sunny Deol, Shilpa Shetty Kundra, Raj Babbar, Danny Denzongpa","Brave Indian policeman Raj beats up, then arrests Muslim terrorist Khan. This gets him promoted, and he is congratulated by none other than his father-in-law, who is also a very high ...                See full summary »",20,2269,5.4
Qayamat: City Under Threat,2003,"Action, Drama, Romance            ",Harry Baweja,"Ajay Devgn, Sunil Shetty, Sanjay Kapoor, Arbaaz Khan","CBI officer Akram seeks to nab three terrorists, Ali, Abbas and Laila, who have held 213 tourists as hostage in Elphinstone Jail. For this, he seeks help from Rachit, a former associate of the trio.",18,2267,4.7
Kuch Naa Kaho,2003,"Comedy, Drama, Romance            ",Rohan Sippy,"Aishwarya Rai Bachchan, Abhishek Bachchan, Satish Shah, Suhasini Mulay","A man is coerced by his uncle to get married and assigns this task to his secretary. However the man falls for the secretary herself, who has a dark past.",18,2263,5.4
Pagalpanti,2019,"Action, Comedy            ","Anees Bazmee', ""","Anil Kapoor, John Abraham, Ileana D'Cruz, Arshad Warsi""","3 men, considered as losers in their lives by the people, plan to get rich along with their girlfriends by fooling 2 gangsters and robbing their money.",2,2258,3.2
"Main, Meri Patni... Aur Woh!",2005,"Comedy, Drama, Romance            ",Chandan Arora,"Rajpal Yadav, Rituparna Sengupta, Naseeruddin Shah, Kay Kay Menon","A short, nondescript man, Mithilesh Shukla marries a tall and beautiful woman. Now jealousy and Mithilesh's own insecurities threaten to wreck his happy home.",16,2256,7.2
Halla Bol,2008,"Crime, Drama            ",Rajkumar Santoshi,"Ajay Devgn, Vidya Balan, Pankaj Kapur, Darshan Jariwala",A popular Bollywood actor witnesses a murder but refuses to come forward to identify the killer(s).,13,2255,6.1
Jeet,1996,"Action, Romance            ",Raj Kanwar,"Sunny Deol, Karisma Kapoor, Salman Khan, Tabu","A hitman working for a crime boss falls for a woman but she is married off to her childhood friend. Later, when the woman's and her husband's life comes under threat from the crime boss, the hitman becomes their protector.",25,2253,5.7
Singh Saab the Great,2013,"Action, Drama            ",Anil Sharma,"Sunny Deol, Urvashi Rautela, Prakash Raj, Amrita Rao",A tax collector willing to reform the society with the thought of change instead of revenge tries to control himself while attempting to teach a lesson to the man responsible behind his wife's death.,8,2252,5.6
Paanch,2003,"Crime, Thriller            ",Anurag Kashyap,"Kay Kay Menon, Aditya Srivastav, Joy Fernandes, Vijay Maurya","Four friends (Luke, Murgi, Joy and Pondy) wasted by youth and self destruction play together in a band along with a fifth female member (Shiuli). Luke the lead singer and self-imposed ...                See full summary »",18,2249,7.7
Beyond the Clouds,2017,"Drama, Family            ",Majid Majidi,"Ishaan Khattar, Malavika Mohanan, Goutam Ghose, Sharada","A hedonistic teenager in Mumbai is busted for dealing drugs and goes to his estranged sister for help, but complications land her in jail.",4,2248,7.0
Haunted - 3D,2011,"Action, Fantasy, Horror            ",Vikram Bhatt,"Mimoh Chakraborty, Tia Bajpai, Achint Kaur, Mohan Kapur",A realtor finds himself accompanied by two ghostly entities inside a mansion. He learns of a violent event that took place years ago and is sent back in time to prevent it from happening.,10,2244,6.3
The Zoya Factor,2019,"Comedy, Drama, Romance            ",Abhishek Sharma,"Sonam Kapoor, Dulquer Salmaan, Sanjay Kapoor, Shoaib Ahmed","Based on Anuja Chauhan's novel, Zoya Factor is a rom-com about Zoya, an advertising agent, and her relationship with the captain of Team India, Nikhil Khoda.",2,2242,4.2
Game,2011,"Action, Crime, Drama            ",Abhinay Deo,"Abhishek Bachchan, Kangana Ranaut, Anupam Kher, Boman Irani","A wealthy man invites four people to his private island to blame three of them for his daughter's sudden death. The next morning, the wealthy man is found murdered.",10,2238,5.2
Unpaused,2020,"Drama, Romance            ","s:Nikkhil Advani, Avinash Arun, Tannishtha Chatterjee, Krishna D.K., Nitya Mehra, Raj Nidimoru","Gulshan Devaiah, Saiyami Kher, Richa Chadha, Ishwak Singh","An anthology that brings together 5 unique creators of Hindi cinema featuring stories of love, new beginnings, second chances, and a glimmer of hope. Set and filmed in the times of the Covid-19 lockdown.",1,2226,7.0
MP3: Mera Pehla Pehla Pyaar,2007,"Comedy, Drama, Musical            ",Robbie Grewal,"Menekka Arora, Sarthak Bhasin, Sagar Chawla, Hazel Croney","Delhi-based Rohan Sood lives a wealthy lifestyle along with his businessman dad, Shekhar, and mom, Renu. He attends St. Lawrence High School and is friendly with Vasu, Sudhir and Javed, and...                See full summary »",14,2225,7.0
Kaagaz Ke Phool,1959,Romance            ,Guru Dutt,"Waheeda Rehman, Guru Dutt, Kumari Naaz, Johnny Walker","Suresh Sinha, a famous director, discovers star potential in Shanti, a woman he stumbled into one rainy evening, and casts her as the lead in a film. In a twist of fate, Shanti becomes a superstar and Suresh faces a decline in his career.",62,2208,8.0
Coolie,1983,"Action, Comedy, Drama            ","s:Manmohan Desai, Prayag Raj","Amitabh Bachchan, Waheeda Rehman, Rishi Kapoor, Rati Agnihotri","When Iqbal gets separated from his mother and brother by a flood, he becomes a coolie at Mumbai railway station. He then fights for the coolies rights and faces challenges from a businessman.",38,2207,6.6
The Hero: Love Story of a Spy,2003,"Action, Adventure, Drama            ",Anil Sharma,"Sunny Deol, Preity Zinta, Priyanka Chopra Jonas, Amrish Puri",Arun is an Indian undercover agent enlisted to stop ISI chief Ishaq Khan. The village girl Reshma helps him but endangers her own life.,18,2205,5.3
Karz,1980,"Action, Musical, Romance            ",Subhash Ghai,"Rishi Kapoor, Tina Ambani, Simi Garewal, Raj Kiran",Ravi is killed by his wife after his marriage. He is reborn as Monty and is now a singer he goes to holiday in Ooty where he recollects his memories from previous life and inquires about his family from first life and his evil wife Kamini.,41,2198,7.5
